TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2007-2008,5,37.8,2.8,44,31.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2009-2010,6,37.9,2,42.4,33.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2011-2012,7,42,3.5,45.8,38.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2013-2014,8,42.7,4.3,47.4,38,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2015-2016,9,46.8,4.2,51.3,42.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,2017-2018,10,44.8,3.5,48.6,41.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,1999-2000,1,33.2,2.6,39.2,27.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2001-2002,2,28.7,2,33.5,24.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2003-2004,3,36,2.5,41.7,30.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2005-2006,4,32.9,1.1,36.2,29.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2007-2008,5,39.1,3.7,47.4,31.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2009-2010,6,39.6,1.9,43.7,35.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2011-2012,7,45.5,2.2,50.3,40.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2013-2014,8,46.3,2.2,51,41.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2015-2016,9,49.2,1.8,53.3,45.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,88,"Percent of population, crude",0,2017-2018,10,51.1,2.3,56.3,45.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2007-2008,5,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2009-2010,6,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2011-2012,7,10.9,1.4,14.3,8.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2013-2014,8,12.7,1.3,15.6,10.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2015-2016,9,12.7,1.2,15.6,10.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,89,"Percent of population, crude",0,2017-2018,10,17.5,1.3,20.5,14.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,1999-2000,1,39.4,1.6,42.9,36,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2001-2002,2,38.4,1.9,42.7,34.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2003-2004,3,45,2.2,49.8,40.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2005-2006,4,45.4,1.9,49.5,41.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2007-2008,5,43.9,4.1,48.4,39.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2009-2010,6,49.6,4.8,54.9,44.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2011-2012,7,47.8,5,51.4,44.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2013-2014,8,48.5,5.9,52.8,44.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2015-2016,9,46.8,6.8,51.8,41.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,90,"Percent of population, crude",0,2017-2018,10,49.4,4.3,52.5,46.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,1999-2000,1,28.8,1.8,32.8,24.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2001-2002,2,30.6,1.1,33.1,28.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2003-2004,3,31.1,1.2,33.8,28.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2005-2006,4,33.7,1.6,37.2,30.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2007-2008,5,32.7,3.3,36.4,29.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2009-2010,6,34.9,2.4,37.4,32.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2011-2012,7,33.4,5.4,37.4,29.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2013-2014,8,37.1,3.2,39.4,34.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2015-2016,9,38.7,5,42.3,35.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,91,"Percent of population, crude",0,2017-2018,10,42.7,7.5,48.3,37.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,1999-2000,1,33.3,1.7,37.1,29.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2001-2002,2,33.2,1.5,36.5,30.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2003-2004,3,33.4,1.7,37.1,29.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2005-2006,4,35.7,1.4,38.9,32.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2007-2008,5,35.5,1.1,37.8,33.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2009-2010,6,36.3,0.9,38.3,34.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2011-2012,7,36.5,1.8,40.4,32.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2013-2014,8,40.5,1.3,43.4,37.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2015-2016,9,41.5,1.5,44.8,38.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Female,13,92,"Percent of population, crude",0,2017-2018,10,42.1,2,46.5,37.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,1999-2000,1,27.1,1.5,30.4,24,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2001-2002,2,27.7,1,29.9,25.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2003-2004,3,31.2,1.3,34.1,28.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2005-2006,4,33.4,2.1,38.1,29,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2007-2008,5,32.2,1.5,35.4,29.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2009-2010,6,35.5,1.7,39.3,31.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2011-2012,7,33.7,1.3,36.6,30.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2013-2014,8,35.2,1,37.4,33,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2015-2016,9,38,2.2,42.8,33.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Sex,3,3,Male,14,93,"Percent of population, crude",0,2017-2018,10,43,2.6,48.8,37.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,1999-2000,1,23.2,3,30.2,17.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2001-2002,2,30.4,2.4,35.8,25.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2003-2004,3,25,2.1,30.1,20.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2005-2006,4,25.1,2.6,31.1,19.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2007-2008,5,31.9,4,41.1,23.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2009-2010,6,26.1,2.2,31.2,21.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2011-2012,7,29.9,3.2,37.3,23.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2013-2014,8,32.1,1.8,36.8,27.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2015-2016,9,33.3,2.5,39,28,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,94,"Percent of population, crude",0,2017-2018,10,37,4.6,47.5,27.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,1999-2000,1,32.5,2.7,38.6,26.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2001-2002,2,29.3,2.5,35.1,24,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2003-2004,3,32.3,3.6,40.7,24.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2005-2006,4,35.3,4,44.5,26.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2007-2008,5,36.1,3.1,43.1,29.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2009-2010,6,38,2.6,43.9,32.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2011-2012,7,33.8,2.2,38.6,29.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2013-2014,8,42,1.8,46.5,37.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2015-2016,9,39.7,2,44.4,35.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,95,"Percent of population, crude",0,2017-2018,10,42.5,2.4,47.7,37.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
